年份,国家,min(ci.sc),max(ci.sc),median(ci.sc),min(ci.did),max(ci.did),median(ci.did)
2017,文莱,-1.46,2,0.3100000000000003,-1.28,2,0.3599999999999999
2018,文莱,-1.42,2,0.30000000000000027,-1.4,2,0.30000000000000027
2019,文莱,-0.9199999999999999,1.6600000000000001,0.3699999999999999,-0.7799999999999998,2,0.6100000000000001
2013,东帝汶,-3,1.5,-0.7499999999999998,-1.16,2,0.41999999999999993
2014,东帝汶,-3,1.7599999999999998,-0.6200000000000001,-0.8399999999999999,2,0.5800000000000001
2015,东帝汶,-3,2,-0.5,0.8599999999999999,2,1.4300000000000002
2016,东帝汶,-2.84,2,-0.41999999999999993,1.04,2,1.5200000000000005
2017,东帝汶,-3,2,-0.5,1.0600000000000005,2,1.5300000000000002
2018,东帝汶,-2.62,2,-0.30999999999999983,0.8999999999999999,2,1.4500000000000002
2019,东帝汶,-3,2,-0.5,0.14000000000000012,2,1.0700000000000003
2013,印度,-0.2999999999999998,1.2000000000000002,0.44999999999999996,-1.46,2,0.27000000000000024
2014,印度,-0.16000000000000014,1.2599999999999998,0.55,-1.38,2,0.3100000000000003
2015,印度,-0.9199999999999999,1.6399999999999997,0.3599999999999999,-1.42,2,0.29000000000000026
2016,印度,-1.22,1.6600000000000001,0.2200000000000002,-1.82,2,0.09000000000000008
2017,印度,-0.54,2,0.7300000000000002,-1.54,2,0.2300000000000002
2018,印度,-0.6600000000000001,2,0.6700000000000002,-1.68,2,0.16000000000000014
2019,印度,-1.06,2,0.47,-1.98,2,0.010000000000000009
2013,巴基斯坦,-2.02,0.30000000000000027,-0.8599999999999999,-1.58,0.6800000000000002,-0.44999999999999996
2014,巴基斯坦,-2.5,0.8000000000000003,-0.8499999999999999,-1.3599999999999999,0.8999999999999999,-0.22999999999999976
2015,巴基斯坦,-2.46,1.0600000000000005,-0.6999999999999997,-1.44,0.8399999999999999,-0.2999999999999998
2016,巴基斯坦,-2.38,1.92,-0.22999999999999976,-1.48,0.8000000000000003,-0.33999999999999986
2017,巴基斯坦,-2.02,1.0999999999999996,-0.45999999999999996,-1.44,0.8399999999999999,-0.2999999999999998
2018,巴基斯坦,-2.3,1.9000000000000004,-0.19999999999999973,-1.8599999999999999,0.41999999999999993,-0.7199999999999998
2019,巴基斯坦,-2.54,1.2999999999999998,-0.6200000000000001,-1.78,0.5,-0.6400000000000001
2013,斯里兰卡,-1.14,2,0.42999999999999994,-0.6000000000000001,1.62,0.51
2014,斯里兰卡,-1.3399999999999999,2,0.33000000000000007,-0.6200000000000001,1.6000000000000005,0.49
2015,斯里兰卡,-0.33999999999999986,2,0.8300000000000001,-0.020000000000000018,2,0.99
2016,斯里兰卡,-0.6800000000000002,2,0.6600000000000001,-0.2799999999999998,1.9400000000000004,0.8300000000000001
2017,斯里兰卡,-1,2,0.5,-0.41999999999999993,1.7999999999999998,0.6900000000000002
2018,斯里兰卡,-1.6199999999999999,2,0.19000000000000017,-0.98,1.2400000000000002,0.13000000000000012
2019,斯里兰卡,-1.58,1.3600000000000003,-0.1100000000000001,-0.8599999999999999,1.3600000000000003,0.2500000000000002
2013,孟加拉国,-0.7199999999999998,0.5800000000000001,-0.09000000000000008,-1.4,0.48,-0.45999999999999996
2014,孟加拉国,-3,1.0200000000000005,-1.15,-1.64,0.2400000000000002,-0.6999999999999997
2015,孟加拉国,-2.7,0.30000000000000027,-1.26,-1.6199999999999999,0.26000000000000023,-0.6800000000000002
2016,孟加拉国,-2.5,2,-0.050000000000000044,-1.66,0.2400000000000002,-0.7099999999999997
2017,孟加拉国,-2.46,2,-0.21999999999999975,-1.42,0.48,-0.47
2018,孟加拉国,-1.5,2,0.26000000000000023,-0.56,1.3200000000000003,0.3799999999999999
2019,孟加拉国,-1.16,2,0.20000000000000018,-0.23999999999999977,1.6399999999999997,0.7000000000000002
2013,尼泊尔,-1.26,1.2000000000000002,-0.3899999999999999,-0.45999999999999996,1.2199999999999998,0.3799999999999999
2014,尼泊尔,-2.06,1.2599999999999998,-0.7199999999999998,-0.10000000000000009,1.58,0.7400000000000002
2015,尼泊尔,-1.68,2,-0.22999999999999976,0.5,2,1.25
2016,尼泊尔,-1.9,1.9800000000000004,-0.5,0.1200000000000001,1.8200000000000003,0.97
2017,尼泊尔,-2.88,1.9800000000000004,-1.17,-0.10000000000000009,1.58,0.7400000000000002
2018,尼泊尔,-1.74,2,-0.3999999999999999,0.30000000000000027,1.9800000000000004,1.1399999999999997
2019,尼泊尔,-1.52,2,-0.3599999999999999,0.6000000000000001,2,1.2999999999999998
2013,阿拉伯联合酋长国,-1.24,1,-0.050000000000000044,-0.6200000000000001,0.30000000000000027,-0.16000000000000014
2014,阿拉伯联合酋长国,-2.16,0.6600000000000001,-0.9199999999999999,-0.43999999999999995,0.5,0.030000000000000027
2015,阿拉伯联合酋长国,-1.52,1.0999999999999996,-0.2699999999999998,0.10000000000000009,1.0200000000000005,0.56
2016,阿拉伯联合酋长国,-1.52,2,0.10000000000000009,-0.040000000000000036,0.8799999999999999,0.41999999999999993
2017,阿拉伯联合酋长国,-1.5999999999999999,2,0.2200000000000002,-0.10000000000000009,0.8399999999999999,0.3699999999999999
2018,阿拉伯联合酋长国,-1.46,2,0.2100000000000002,-0.040000000000000036,0.8999999999999999,0.42999999999999994
2019,阿拉伯联合酋长国,-1.32,1.9000000000000004,0.19000000000000017,0.10000000000000009,1.0200000000000005,0.56
2013,科威特,-1.98,1.2000000000000002,-0.3899999999999999,-1.88,2,0.06000000000000005
2014,科威特,-2.68,2,-0.33999999999999986,-0.7599999999999998,2,0.6200000000000001
2015,科威特,-2.42,2,-0.20999999999999974,-0.43999999999999995,2,0.7800000000000002
2016,科威特,-2.54,2,-0.2699999999999998,-0.6000000000000001,2,0.7000000000000002
2017,科威特,-2.2,2,-0.10000000000000009,-0.2599999999999998,2,0.8699999999999999
2018,科威特,-2.4,2,-0.19999999999999973,-0.21999999999999975,2,0.8899999999999999
2019,科威特,-1.88,2,0.06000000000000005,-0.54,2,0.7300000000000002
2013,土耳其,-2.2800000000000002,1.46,-0.4099999999999999,-0.8199999999999998,2,0.5900000000000001
2014,土耳其,-1.98,1.2800000000000002,-0.34999999999999987,-0.7399999999999998,2,0.6300000000000001
2015,土耳其,-2.08,2,-0.040000000000000036,-0.48,2,0.7600000000000002
2016,土耳其,-2.42,2,-0.20999999999999974,-0.9199999999999999,2,0.54
2017,土耳其,-3,2,-0.5,-0.8399999999999999,2,0.5800000000000001
2018,土耳其,-1.98,2,0.010000000000000009,-0.6800000000000002,2,0.6600000000000001
2019,土耳其,-2.48,2,-0.23999999999999977,-0.6600000000000001,2,0.6700000000000002
2013,卡塔尔,-1.16,0.16000000000000014,-0.51,-0.7599999999999998,1.5600000000000005,0.3999999999999999
2014,卡塔尔,-2.06,0.3799999999999999,-0.8799999999999999,-0.6800000000000002,1.6399999999999997,0.48
2015,卡塔尔,-2.44,1.4400000000000004,-0.5,-0.5800000000000001,1.7400000000000002,0.5800000000000001
2016,卡塔尔,-1.78,2,0.09000000000000008,0.040000000000000036,2,1.0200000000000005
2017,卡塔尔,-1.7,2,0.14000000000000012,-0.040000000000000036,2,0.98
2018,卡塔尔,-2.66,2,-0.31999999999999984,-1.08,1.2400000000000002,0.08000000000000007
2019,卡塔尔,-2.78,1.7199999999999998,-0.51,-1.08,1.2400000000000002,0.08000000000000007
2013,阿曼,-1.88,2,0.06000000000000005,-3,2,-0.5
2014,阿曼,-3,2,-0.5,-3,2,-0.5
2015,阿曼,-2.66,2,-0.32999999999999985,-3,2,-0.5
2016,阿曼,-3,2,-0.5,-3,2,-0.5
2017,阿曼,-3,2,-0.5,-3,2,-0.5
2018,阿曼,-3,2,-0.5,-3,2,-0.5
2019,阿曼,-3,2,-0.5,-3,2,-0.5
2013,黎巴嫩,-2.2800000000000002,0.26000000000000023,-1.01,-1.88,1.62,-0.13000000000000012
2014,黎巴嫩,-3,0,-1.5,-2.1,1.4000000000000004,-0.34999999999999987
2015,黎巴嫩,-2.76,0.7000000000000002,-1.03,-2.24,1.2599999999999998,-0.49
2016,黎巴嫩,-3,0.45999999999999996,-1.27,-2.68,0.8200000000000003,-0.9299999999999999
2017,黎巴嫩,-3,0.96,-1.02,-3,0.26000000000000023,-1.3699999999999999
2018,黎巴嫩,-3,2,-0.5,-3,0.2400000000000002,-1.38
2019,黎巴嫩,-3,1.3600000000000003,-1.45,-3,0.20000000000000018,-1.4
2013,沙特阿拉伯,-1.78,1.46,-0.16000000000000014,-3,2,-0.5
2014,沙特阿拉伯,-1.46,2,0.27000000000000024,-3,2,-0.5
2015,沙特阿拉伯,-1.3399999999999999,2,0.33000000000000007,-3,2,-0.5
2016,沙特阿拉伯,-1.7,2,0.15000000000000013,-3,2,-0.5
2017,沙特阿拉伯,-2.38,1.6399999999999997,-0.3699999999999999,-3,2,-0.5
2018,沙特阿拉伯,-2.2,1.7400000000000002,-0.22999999999999976,-3,2,-0.5
2019,沙特阿拉伯,-2.62,1.7800000000000002,-0.41999999999999993,-3,2,-0.5
2013,巴林,-3,-0.33999999999999986,-1.67,-3,1.2000000000000002,-0.8999999999999999
2014,巴林,-3,0.30000000000000027,-1.3499999999999999,-2.6,1.9000000000000004,-0.34999999999999987
2015,巴林,-3,1.7000000000000002,-0.6500000000000001,-2.7199999999999998,1.7800000000000002,-0.47
2016,巴林,-3,2,-0.5,-0.6400000000000001,2,0.6800000000000002
2017,巴林,-2,2,0,-0.10000000000000009,2,0.95
2018,巴林,-2.4,2,-0.19999999999999973,-0.23999999999999977,2,0.8799999999999999
2019,巴林,-2.38,2,-0.18999999999999995,-0.2999999999999998,2,0.8499999999999999
2013,也门共和国,-1.22,0.94,-0.17000000000000015,-1.1199999999999999,0.8999999999999999,-0.1100000000000001
2014,也门共和国,-2.88,0.8799999999999999,-1.15,-1.3599999999999999,0.6600000000000001,-0.34999999999999987
2015,也门共和国,-3,0.3799999999999999,-1.57,-1.72,0.30000000000000027,-0.7099999999999997
2016,也门共和国,-3,-1.16,-2.14,-3,-2.36,-2.68
2017,也门共和国,-3,2,-0.7399999999999998,-1.76,0.26000000000000023,-0.7499999999999998
2018,也门共和国,-3,2,-0.6999999999999997,-1.8599999999999999,0.16000000000000014,-0.8499999999999999
2019,也门共和国,-3,1.0200000000000005,-1.06,-2.04,-0.020000000000000018,-1.03
2013,伊朗,-0.2599999999999998,0.7400000000000002,0.17000000000000015,-0.2799999999999998,1.7400000000000002,0.7300000000000002
2014,伊朗,-1.28,1.0200000000000005,-0.14000000000000012,-0.31999999999999984,1.6799999999999997,0.6800000000000002
2015,伊朗,-1.6199999999999999,0.7400000000000002,-0.49,-0.6400000000000001,1.38,0.3699999999999999
2016,伊朗,-1.64,1.9800000000000004,0.2100000000000002,-0.7199999999999998,1.2800000000000002,0.28000000000000025
2017,伊朗,-1.74,1.42,-0.10000000000000009,-0.7799999999999998,1.2199999999999998,0.2200000000000002
2018,伊朗,-1.9,2,0.13000000000000012,-1.02,1,-0.010000000000000009
2019,伊朗,-2.04,0.8000000000000003,-0.5700000000000001,-1.1199999999999999,0.8999999999999999,-0.1100000000000001
2013,约旦,-0.8599999999999999,1,0.07000000000000006,-2.7,0.94,-0.8799999999999999
2014,约旦,-3,1.12,-0.97,-2.66,0.96,-0.8499999999999999
2015,约旦,-3,0.14000000000000012,-1.43,-2.76,0.8599999999999999,-0.95
2016,约旦,-3,1.7000000000000002,-0.6000000000000001,-2.76,0.8599999999999999,-0.95
2017,约旦,-3,2,-0.44999999999999996,-2.42,1.2000000000000002,-0.6100000000000001
2018,约旦,-3,2,-0.48,-1.74,1.88,0.07000000000000006
2019,约旦,-2.2800000000000002,2,-0.15000000000000013,-1,2,0.5
2013,叙利亚,-2.76,-0.54,-1.65,-3,0.52,-1.24
2014,叙利亚,-3,0.020000000000000018,-1.49,-3,1.0999999999999996,-0.95
2015,叙利亚,-3,-0.6200000000000001,-1.81,-3,0.6800000000000002,-1.16
2016,叙利亚,-3,-0.2799999999999998,-1.64,-3,0.3999999999999999,-1.3
2017,叙利亚,-3,0.08000000000000007,-1.46,-3,0.26000000000000023,-1.3699999999999999
2018,叙利亚,-3,0.16000000000000014,-1.42,-3,-2.34,-2.67
2019,叙利亚,-3,0.52,-1.24,-3,0.3799999999999999,-1.31
2013,伊拉克,-3,2,-0.5,-3,1.7400000000000002,-0.6300000000000001
2014,伊拉克,-3,2,-0.5,-3,1.6600000000000001,-0.6700000000000002
2015,伊拉克,-3,1.6600000000000001,-0.6700000000000002,-3,1.54,-0.7299999999999998
2016,伊拉克,-3,2,-0.5,-3,1.7000000000000002,-0.6500000000000001
2017,伊拉克,-3,2,-0.5,-3,1.2599999999999998,-0.8699999999999999
2018,伊拉克,-3,2,-0.5,-3,1.5,-0.7499999999999998
2019,伊拉克,-3,2,-0.5,-3,2,-0.5
2013,阿富汗,-1.32,1.46,0.07000000000000006,-1.46,2,0.27000000000000024
2014,阿富汗,-1.9,1,-0.44999999999999996,-1.64,2,0.18000000000000016
2015,阿富汗,-2.14,1.8600000000000003,-0.14000000000000012,-2,2,0
2016,阿富汗,-3,1.6799999999999997,-0.6600000000000001,-2.16,2,-0.08000000000000007
2017,阿富汗,-3,1.7999999999999998,-0.6000000000000001,-2.38,2,-0.18999999999999995
2018,阿富汗,-3,2,-0.5,-2.5,2,-0.24999999999999978
2019,阿富汗,-3,2,-0.5,-2.52,2,-0.2599999999999998
2013,巴勒斯坦,-3,0.8200000000000003,-1.0899999999999999,-3,0.41999999999999993,-1.29
2014,巴勒斯坦,-3,0.8799999999999999,-1.06,-3,0.16000000000000014,-1.42
2015,巴勒斯坦,-3,0.8799999999999999,-1.06,-3,0.020000000000000018,-1.49
2016,巴勒斯坦,-3,2,-0.5,-3,1.5600000000000005,-0.7199999999999998
2017,巴勒斯坦,-3,1.6799999999999997,-0.6600000000000001,-3,-0.33999999999999986,-1.67
2018,巴勒斯坦,-3,1.6799999999999997,-0.6600000000000001,-3,-0.45999999999999996,-1.73
2019,巴勒斯坦,-3,0.6200000000000001,-1.19,-3,-1.16,-2.08
2013,阿塞拜疆,-0.9199999999999999,0.30000000000000027,-0.30999999999999983,-1.82,0.8799999999999999,-0.47
2014,阿塞拜疆,-3,0.5800000000000001,-1.21,-1.7,1.0200000000000005,-0.33999999999999986
2015,阿塞拜疆,-3,0.7800000000000002,-1.1099999999999999,-1.7,1,-0.34999999999999987
2016,阿塞拜疆,-3,0.20000000000000018,-1.4,-2.7199999999999998,-0.020000000000000018,-1.3699999999999999
2017,阿塞拜疆,-3,1.88,-0.56,-2.88,-0.18000000000000016,-1.53
2018,阿塞拜疆,-3,0.8399999999999999,-1.08,-3,-1.42,-2.21
2019,阿塞拜疆,-3,-0.5,-1.75,-3,-1.6199999999999999,-2.3099999999999996
2013,格鲁吉亚,-1.14,1.4400000000000004,-0.2899999999999998,-0.5800000000000001,0.6200000000000001,0.020000000000000018
2014,格鲁吉亚,-0.6800000000000002,1.38,0.040000000000000036,-0.31999999999999984,0.8799999999999999,0.28000000000000025
2015,格鲁吉亚,-1.54,1.08,0.030000000000000027,-0.5,0.7200000000000002,0.1100000000000001
2016,格鲁吉亚,-1.3599999999999999,1.7199999999999998,-0.33999999999999986,-0.6800000000000002,0.54,-0.07000000000000006
2017,格鲁吉亚,-1.52,2,-0.2999999999999998,-0.7799999999999998,0.41999999999999993,-0.18000000000000016
2018,格鲁吉亚,-1.5,1.7000000000000002,-0.2999999999999998,-0.7799999999999998,0.41999999999999993,-0.18000000000000016
2019,格鲁吉亚,-1.6199999999999999,2,-0.33999999999999986,-0.7799999999999998,0.41999999999999993,-0.18000000000000016
2013,亚美尼亚,-0.96,2,0.52,-1.66,1.7199999999999998,0.030000000000000027
2014,亚美尼亚,-3,1.96,-0.52,-1.9,1.4800000000000004,-0.20999999999999974
2015,亚美尼亚,-3,1.96,-0.52,-2.04,1.3200000000000003,-0.3599999999999999
2016,亚美尼亚,-3,2,-0.5,-2.26,1.12,-0.5700000000000001
2017,亚美尼亚,-1.58,2,0.2100000000000002,-1.02,2,0.49
2018,亚美尼亚,-2.3,2,-0.15000000000000013,-0.6200000000000001,2,0.6900000000000002
2019,亚美尼亚,-3,2,-0.5,-2.02,1.3600000000000003,-0.32999999999999985
2013,哈萨克斯坦,-1.1199999999999999,1.9000000000000004,0.3899999999999999,-1.0999999999999999,2,0.44999999999999996
2014,哈萨克斯坦,-1.26,1.9000000000000004,0.3200000000000003,-1.26,1.9000000000000004,0.3200000000000003
2015,哈萨克斯坦,-1.9,1.1799999999999997,-0.3599999999999999,-1.8,1.3600000000000003,-0.21999999999999975
2016,哈萨克斯坦,-1.82,2,0.09000000000000008,-1.94,1.2199999999999998,-0.3599999999999999
2017,哈萨克斯坦,-1.46,1.2599999999999998,-0.10000000000000009,-1.76,1.4000000000000004,-0.18000000000000016
2018,哈萨克斯坦,-1.56,2,0.2200000000000002,-1.9,1.2599999999999998,-0.31999999999999984
2019,哈萨克斯坦,-1.6199999999999999,1.6000000000000005,-0.010000000000000009,-1.96,1.2000000000000002,-0.3799999999999999
2013,吉尔吉斯,-0.33999999999999986,0.26000000000000023,-0.10000000000000009,-0.48,0.48,0
2014,吉尔吉斯,-2,0.5,-1.19,-0.6200000000000001,0.33999999999999986,-0.14000000000000012
2015,吉尔吉斯,-2,0.2400000000000002,-1.15,-0.6800000000000002,0.28000000000000025,-0.19999999999999973
2016,吉尔吉斯,-1.18,1.42,-0.21999999999999975,-0.7399999999999998,0.2200000000000002,-0.2599999999999998
2017,吉尔吉斯,-2.64,1.38,-0.3999999999999999,-0.8399999999999999,0.1200000000000001,-0.3599999999999999
2018,吉尔吉斯,-2.2,2,0.3100000000000003,-0.8999999999999999,0.08000000000000007,-0.4099999999999999
2019,吉尔吉斯,-2.16,0.8599999999999999,-0.6100000000000001,-0.8199999999999998,0.14000000000000012,-0.33999999999999986
2013,土库曼,-2.62,2,-0.30999999999999983,-2.82,2,-0.4099999999999999
2014,土库曼,-2.14,2,-0.07000000000000006,-2.5,2,-0.24999999999999978
2015,土库曼,-3,1.54,-0.7299999999999998,-3,2,-0.5
2016,土库曼,-3,2,-0.5,-3,2,-0.5
2017,土库曼,-3,2,-0.5,-3,2,-0.5
2018,土库曼,-3,2,-0.5,-3,2,-0.5
2019,土库曼,-3,1.9000000000000004,-0.55,-3,2,-0.5
2013,塔吉克,-0.9199999999999999,0.7200000000000002,-0.10000000000000009,-0.9199999999999999,1.1600000000000001,0.1200000000000001
2014,塔吉克,-2.62,1.2000000000000002,-0.7399999999999998,-0.96,1.0999999999999996,0.07000000000000006
2015,塔吉克,-3,1.7599999999999998,-0.6200000000000001,-0.8999999999999999,1.1799999999999997,0.14000000000000012
2016,塔吉克,-2.94,2,-0.48,-0.8599999999999999,1.2199999999999998,0.18000000000000016
2017,塔吉克,-2.54,2,-0.31999999999999984,-0.6600000000000001,1.4000000000000004,0.3699999999999999
2018,塔吉克,-2.38,2,-0.21999999999999975,-0.6000000000000001,1.4800000000000004,0.43999999999999995
2019,塔吉克,-2.52,2,-0.2899999999999998,-0.6400000000000001,1.4400000000000004,0.3999999999999999
2013,乌兹别克,-1.88,0.6200000000000001,-0.6500000000000001,-0.7799999999999998,0.6600000000000001,-0.06000000000000005
2014,乌兹别克,-2.38,1.3200000000000003,-0.6999999999999997,-0.33999999999999986,1.0999999999999996,0.3799999999999999
2015,乌兹别克,-2.14,1.9400000000000004,-0.16000000000000014,0.33999999999999986,1.7599999999999998,1.0500000000000003
2016,乌兹别克,-1.82,2,0.020000000000000018,0.30000000000000027,1.7400000000000002,1.0200000000000005
2017,乌兹别克,-2.1799999999999997,2,-0.16000000000000014,0.06000000000000005,1.4800000000000004,0.7700000000000002
2018,乌兹别克,-0.6999999999999997,2,0.6100000000000001,1.2999999999999998,2,1.65
2019,乌兹别克,-0.9199999999999999,2,0.5,1.12,2,1.5600000000000005
